Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,Duplicate,LessImportant,Starred,Order,SubjectOrder,TopicOrder,SubTopicOrder,SrsDue,SrsStreak
High Yield,KAFKA,Reliability & Durability,Exactly-once in stream processing. Transactions with state stores?,,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Throughput optimization. Batching, compression, partition count?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Latency optimization. acks, linger.ms, batch.size trade-offs?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Memory usage tuning. buffer.memory, fetch.max.bytes?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"CPU optimization. Compression algorithms, serialization?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Disk I/O optimization. Segment size, flush intervals?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Network optimization. Compression, batch size, partition count?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,Consumer lag monitoring. Alerting thresholds?,,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"Broker performance tuning. num.network.threads, num.io.threads?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,"JVM tuning for Kafka. Heap size, GC settings?",,,,,,,,,,,,
High Yield,KAFKA,Performance & Optimization,Log cleanup performance. log.cleanup.policy impact?,,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,"JMX metrics. Producer, consumer, broker metrics?",,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,Lag monitoring. Consumer lag per partition?,,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,"Broker metrics. ISR shrinkage, under-replicated partitions?",,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,Alerting strategy. Critical metrics?,,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,Log analysis. Error patterns in Kafka logs?,,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,"Cluster health checks. Leader elections, controller issues?",,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,"Capacity planning. Disk space, network, CPU forecasting?",,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,Rolling updates. Zero-downtime broker upgrades?,,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,"Scaling brokers. Adding brokers, leadership distribution?",,,,,,,,,,,,
High Yield,KAFKA,Monitoring & Operations,Decommissioning brokers. Data migration?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Stream vs KStream vs KTable vs GlobalKTable?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,"Stateless operations: map, filter, branch?",,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,"Stateful operations: aggregate, reduce. State store?",,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,"Windowing: tumbling, hopping, session, grace period?",,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,"Join operations: KStream-KStream, KStream-KTable, KTable-KTable?",,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Interactive queries. Querying state stores?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Exactly-once processing. Transactional state store updates?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Stream topology. Parallelism vs DAG structure?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Processor API vs DSL. When each?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Custom processors. Stateful processors?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Reprocessing. Resetting application state?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Streams,Changelog topics. Restore from failure?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,"Confluent Schema Registry. Schema versioning, compatibility?",,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,"Compatibility modes: backward, forward, full, transitive?",,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Avro schema evolution. Breaking changes?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Subject naming strategies. TopicNameStrategy vs RecordNameStrategy?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Schema validation at producer level. Enforcement?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Default values in schema. Evolution strategy?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Protobuf vs Avro vs JSON Schema. When each?,,,,,,,,,,,,
High Yield,KAFKA,Schema & Data Governance,Data lineage. Schema-driven data governance?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Multi-tenancy patterns. Shared cluster vs dedicated clusters?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Topic isolation. RBAC (Role-Based Access Control)?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,SASL authentication. PLAIN vs SCRAM vs OAUTHBEARER?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,"mTLS encryption. Broker-to-broker, client-to-broker?",,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Authorization. ACL (Access Control List) management?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Inter-broker communication security. security.protocol?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Audit logging. Who accessed what topic?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Data encryption at rest. Transparent data encryption?,,,,,,,,,,,,
High Yield,KAFKA,Multi-Tenancy & Security,Key management service (KMS) integration?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Backup strategy. Broker failure recovery?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Replication quorum. Fault tolerance formula?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Unclean leader election. Data loss vs availability trade-off?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Controller failure. Recovery mechanism?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Cluster failover. Multi-region setup?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Data replication cross-region. Mirroring tools?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,MirrorMaker. Topic replication to secondary cluster?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,RTO & RPO. Recovery objectives for production?,,,,,,,,,,,,
High Yield,KAFKA,Disaster Recovery & HA,Chaos engineering. Failure simulation?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,CDC (Change Data Capture). Capturing database changes to Kafka?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,Debezium connectors. Real-time data sync?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,"Kafka Connect. Connector framework, transformations?",,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,Source connectors. Data ingestion into Kafka?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,Sink connectors. Kafka to external systems?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,Exactly-once delivery connectors. Idempotent sinks?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,SMTs (Single Message Transforms). Data transformation?,,,,,,,,,,,,
High Yield,KAFKA,Integration Patterns,"Distributed connect cluster. Scaling, high availability?",,,,,,,,,,,,
